t(s)	v_x(t)	v_y(t)	v_z(t)
1.53500000000000e+00	-1.31995671852101e-07	-1.28855872563157e-07	5.36937625131514e-07
1.54000000000000e+00	-3.65066264082625e-07	3.33038239280884e-09	8.45115519501655e-08
1.54500000000000e+00	-4.55544081549178e-07	4.20562245607534e-08	-3.83856123444343e-07
1.55000000000000e+00	-4.12564024656515e-07	3.70888911911166e-08	-1.54772602039342e-07
1.55500000000000e+00	-2.52978861938413e-07	1.56821609195009e-07	5.82992843157578e-07
1.56000000000000e+00	-1.25580271259267e-07	2.44441321943235e-07	8.43663058444411e-07
1.56500000000000e+00	-1.41002850316108e-07	-8.36045189295044e-08	2.74155594886985e-08
1.57000000000000e+00	-4.73678640421771e-08	-2.28333967042446e-07	-5.33747533056159e-07
1.57500000000000e+00	1.13718577515481e-08	-2.59119023451039e-07	-4.33946278747595e-07
1.58000000000000e+00	1.90197340217667e-07	-3.48030558961408e-07	-7.94731757962664e-08
1.58500000000000e+00	2.36148027985677e-07	-4.04526325423734e-07	1.58055704209865e-08
1.59000000000000e+00	1.11149251375578e-07	-2.66995301074728e-07	-4.22804372047803e-07
1.59500000000000e+00	-8.88613329309555e-08	-2.73616863839567e-07	-8.88807156129938e-07
1.60000000000000e+00	-1.42584174439170e-07	-3.05718505320840e-07	-8.08177934696004e-07
1.60500000000000e+00	-1.03025150456826e-07	-1.48286981116241e-07	-7.86121042451361e-07
1.61000000000000e+00	-4.34496019853776e-08	-4.42722998700200e-09	-9.90744145624736e-07
1.61500000000000e+00	-9.22823536405775e-08	5.57692530574360e-08	-6.15619365616391e-07
1.62000000000000e+00	-2.59484463987358e-07	-3.80324232982811e-08	-6.62867562459976e-07
1.62500000000000e+00	-3.47210495667341e-07	-1.20807894160181e-07	-8.49763454822375e-07
1.63000000000000e+00	-1.75687732048389e-07	-1.69737926698620e-07	-8.20531507237321e-07
1.63500000000000e+00	-1.63782621850342e-07	-2.43112446336511e-07	-9.64304236723782e-07
1.64000000000000e+00	-2.01634049073179e-07	-3.02472053791977e-07	-7.45818424536516e-07
1.64500000000000e+00	-2.52421584000556e-07	-1.71629742894857e-07	-5.79955769265252e-07
1.65000000000000e+00	-3.12858666809492e-07	4.13153395628223e-09	-6.12714928079946e-07
1.65500000000000e+00	-2.05309300281490e-07	3.22421805279879e-09	-9.51907246803166e-07
1.66000000000000e+00	-7.42522104157030e-08	-3.07452589388358e-08	-9.51726089586581e-07
1.66500000000000e+00	-4.56635675481266e-08	5.68399237387781e-09	-3.98048761929151e-07
1.67000000000000e+00	-2.67368037109452e-08	-2.95199553750106e-08	-1.28542048989487e-07
1.67500000000000e+00	-4.30232596644276e-08	-3.20323929817188e-08	-2.54384954485740e-07
1.68000000000000e+00	-3.35583384863323e-08	-3.44170391662443e-08	-4.73295311097434e-07
1.68500000000000e+00	-9.05856442025833e-08	2.40848255566761e-08	-7.00712478876858e-07
1.69000000000000e+00	-1.11099219807272e-07	-6.19583519990688e-10	-3.66089720656394e-07
1.69500000000000e+00	-6.46943887723267e-08	1.99995730681979e-08	2.60808627987035e-07
1.70000000000000e+00	1.14559685233832e-07	-1.47375742328752e-08	3.80226293486117e-07
1.70500000000000e+00	1.26201977554257e-08	8.28719338865821e-09	-1.82898547506360e-09
1.71000000000000e+00	-4.18372187390670e-08	-1.55302267622759e-07	-3.43268481671585e-07
1.71500000000000e+00	-1.21402348319515e-07	-1.87252507639674e-07	-1.58566699378880e-08
1.72000000000000e+00	-8.62876834704473e-08	-8.31349308026321e-08	2.28969824947367e-07
1.72500000000000e+00	-2.49655698830186e-07	1.36231267540049e-07	1.97049420804108e-07
1.73000000000000e+00	-2.29911393786331e-07	8.29709388768560e-08	-6.32332392416148e-08
1.73500000000000e+00	-2.34789991933848e-07	-7.02965776219694e-08	-3.10904258263022e-07
1.74000000000000e+00	-1.63144866937809e-07	-5.76104606177001e-08	-4.54643812442284e-07
1.74500000000000e+00	-8.19191664581792e-08	-7.16994701698005e-08	-3.41906752190466e-07
1.75000000000000e+00	2.17447481382517e-08	1.36345240620019e-08	-1.15011525789446e-07
1.75500000000000e+00	-3.71579828789925e-08	-1.16700448924794e-07	-2.31013923368741e-07
1.76000000000000e+00	-1.83632187293940e-07	-8.96498043538557e-08	-3.22884904379866e-07
1.76500000000000e+00	-8.55780706094255e-08	1.17020505333016e-08	-3.82528122307538e-07
1.77000000000000e+00	-4.12812410761152e-08	1.05859318802090e-07	-5.06671735342908e-07
1.77500000000000e+00	3.89800224348982e-08	-1.98093748247970e-09	-3.99512627208905e-07
1.78000000000000e+00	2.18085741133955e-09	4.89832232450849e-08	-2.48851041669892e-07
1.78500000000000e+00	-6.09506353861978e-08	1.69017197310452e-07	-1.70016507002076e-07
1.79000000000000e+00	-7.44841567002782e-08	2.61341947333470e-07	-2.02888407874718e-07
1.79500000000000e+00	-4.79982366312467e-09	1.54724487506263e-07	-2.20894833849606e-07
1.80000000000000e+00	3.64195288284212e-08	1.70190536990569e-07	-7.83978638638702e-08
1.80500000000000e+00	-4.22503676515143e-09	2.00327266497579e-07	3.28994666036009e-07
1.81000000000000e+00	-5.38368559762480e-08	2.34558046881565e-07	3.47493551528064e-07
1.81500000000000e+00	-9.60669496973064e-08	7.33790689210175e-08	1.19959985656371e-07
1.82000000000000e+00	-4.33802128252268e-08	6.08790117274097e-08	-1.13684483936929e-07
1.82500000000000e+00	-4.72364271216290e-08	3.77477996588270e-08	-6.27842868142476e-08
1.83000000000000e+00	-2.99754798382363e-08	4.62413757664314e-08	-2.00536003006894e-07
1.83500000000000e+00	1.22226508856241e-08	-4.34195284803777e-09	-6.94657265841277e-08
1.84000000000000e+00	-1.32197863686736e-07	1.12866250695829e-07	1.19696775391730e-07
1.84500000000000e+00	-2.97443288421815e-07	2.75804806357823e-07	1.87687700027851e-07
1.85000000000000e+00	-3.72257965973979e-07	4.81111316654714e-07	2.02132226056589e-07
1.85500000000000e+00	-3.06514263381467e-07	4.89730273398660e-07	1.98278852987564e-07
1.86000000000000e+00	-2.72152771016151e-07	2.60756357240778e-07	1.24639466498009e-07
1.86500000000000e+00	-1.83783203592368e-07	9.82496797078706e-08	2.39940443625139e-07
1.87000000000000e+00	-2.90800373454072e-07	8.84790973689925e-08	6.96729446464743e-07
1.87500000000000e+00	-2.98341336606856e-07	1.33523978620108e-07	6.86577896531673e-07
1.88000000000000e+00	-1.02761080312903e-07	6.99535860488380e-08	6.41534459421440e-08
1.88500000000000e+00	-3.61162709030357e-08	-1.17540653929265e-07	-1.25707534504837e-07
1.89000000000000e+00	-8.67996195542482e-08	-8.92872526889396e-08	3.00607260299751e-09
1.89500000000000e+00	-2.42873257480239e-07	6.67359170792959e-09	6.99631253024355e-08
1.90000000000000e+00	-3.33517334863656e-07	1.28973368157497e-07	1.30209233077016e-07
1.90500000000000e+00	-3.92966247797697e-07	1.78062309826203e-07	1.53556922076577e-07
1.91000000000000e+00	-4.94365302779358e-07	8.17487881742883e-08	1.40966819634622e-07
1.91500000000000e+00	-3.99828955756501e-07	1.63652090419562e-07	1.06727369897542e-07
1.92000000000000e+00	-1.97800535050662e-07	2.21239974612864e-07	2.67686238587414e-07
1.92500000000000e+00	-6.87806328374310e-08	2.93267225836719e-07	1.36412588572216e-07
1.93000000000000e+00	-2.30636173396958e-08	1.83055911708181e-07	-1.80189936060967e-07
1.93500000000000e+00	-1.87649872787734e-07	9.40070663331099e-09	-1.94791481939781e-07
1.94000000000000e+00	-2.26758331803993e-07	2.87106750629538e-09	-3.02166835926697e-08
1.94500000000000e+00	-1.62596661109947e-07	8.40549110144645e-08	3.52926422528315e-08
1.95000000000000e+00	-1.05787684104158e-07	1.26334140817288e-07	1.27510815695689e-08
1.95500000000000e+00	-5.48783833522009e-08	6.35636344942795e-08	4.34167550280167e-08
1.96000000000000e+00	-6.40941876325544e-08	1.39666766699177e-07	2.98292660160404e-07
1.96500000000000e+00	-3.15077430355007e-08	2.44332587351970e-07	4.54545188557184e-07
1.97000000000000e+00	-5.32979317008273e-08	1.17733792400024e-07	4.77812189359516e-07
1.97500000000000e+00	-8.48855520231033e-08	-2.66861058662541e-08	5.43033484964306e-07
1.98000000000000e+00	-6.31816290788319e-08	-3.94630546941724e-08	3.51942352052667e-07
1.98500000000000e+00	-6.62754388327699e-08	-1.10487792097639e-07	8.24368082530763e-08
1.99000000000000e+00	-8.04438999151722e-08	-8.28310640047865e-08	7.08074960961951e-08
1.99500000000000e+00	-5.63937175795876e-08	3.77995610170610e-08	8.31079802140062e-08
2.00000000000000e+00	-2.43577997029287e-08	5.97956370415007e-08	-1.85842288397378e-08
2.00500000000000e+00	-2.51340252175162e-08	-3.67511697479483e-08	6.25392831266830e-09
2.01000000000000e+00	-4.13120984623592e-10	-6.45739773287599e-08	1.61814813463763e-08
2.01500000000000e+00	-1.64099289576304e-08	-5.50744760925485e-08	-2.76849761376165e-08
2.02000000000000e+00	-6.49405297363057e-08	-7.12776468213321e-08	-8.37574364701185e-08
2.02500000000000e+00	-7.95938522944652e-08	-4.99914797855766e-08	-1.03902154082652e-07
2.03000000000000e+00	-5.36237730091675e-08	-4.46361227518790e-08	-8.36569648851683e-08
2.03500000000000e+00	-1.32864760461078e-07	1.99649476394617e-08	-1.93693966043689e-07
2.04000000000000e+00	-1.15542766126098e-07	3.10142281812804e-08	-1.62948359328863e-07
2.04500000000000e+00	-1.10879498509680e-08	-2.33141257647130e-10	-2.10842835686865e-07
2.05000000000000e+00	1.98083947163337e-08	6.80938758334664e-09	-3.13975644481478e-07
2.05500000000000e+00	4.54024155326369e-08	1.29775714977112e-08	-3.61161460939089e-07
2.06000000000000e+00	4.73222304747392e-08	-4.91211498222431e-10	-3.97781122827182e-07
2.06500000000000e+00	-4.34218249886387e-08	-1.50331436337934e-08	-1.67986896076160e-07
2.07000000000000e+00	-7.79238061671244e-08	4.02957742383765e-09	1.32327465206154e-08
2.07500000000000e+00	-9.50703664919628e-08	6.16912818714761e-08	9.68799481773984e-08
2.08000000000000e+00	-7.61166639749527e-08	5.04496785329706e-08	1.52985398882367e-07
2.08500000000000e+00	-1.65440002332683e-07	2.28178884440061e-08	2.10210483484541e-07
2.09000000000000e+00	-2.31809878868783e-07	2.97055162140743e-08	1.78331386068188e-07
2.09500000000000e+00	-1.13406132449594e-07	6.08991026563719e-08	1.72943680649691e-07
2.10000000000000e+00	-1.03143642354001e-07	4.86428312966473e-08	1.39570124219229e-07
2.10500000000000e+00	-1.71203600488188e-07	-1.45529408255257e-08	3.58545405561660e-07
2.11000000000000e+00	-1.85920206921094e-07	-4.31351457373942e-09	5.75781230402281e-07
2.11500000000000e+00	-1.40188665036628e-07	3.45423355380231e-08	7.34487318661316e-07
2.12000000000000e+00	-1.18203093755390e-07	3.16843349125306e-08	7.22749332881592e-07
2.12500000000000e+00	-9.73035210046894e-08	4.99521580272559e-08	5.54032652187809e-07
2.13000000000000e+00	-6.84086426467372e-08	9.97604199146379e-08	3.61589019633288e-07
2.13500000000000e+00	-9.94497083016202e-09	9.65834583781372e-08	6.09604084337650e-08
2.14000000000000e+00	1.44336410317175e-08	-7.09719739004186e-08	-2.62305162258355e-07
2.14500000000000e+00	9.15006365443197e-09	-1.24255899160346e-07	-2.91817228330677e-07
2.15000000000000e+00	-2.11663044732294e-08	-8.22741240049431e-08	-1.60668768268334e-07
2.15500000000000e+00	-7.14270224360661e-08	-6.60993170294912e-08	9.88277132740851e-09
2.16000000000000e+00	-1.53038824977225e-07	-6.92609852896523e-08	1.41167493902404e-07
2.16500000000000e+00	-1.98926169613905e-07	-7.36249724021799e-08	1.23213283350235e-07
2.17000000000000e+00	-1.94272283233350e-07	-5.95553635852080e-08	1.07707564639887e-07
2.17500000000000e+00	-1.54949635647751e-07	-1.96013443356526e-08	1.37307382560851e-07
2.18000000000000e+00	-1.15868827199725e-07	-1.10486098072869e-08	1.05724113151021e-07
2.18500000000000e+00	-2.37090507584812e-08	-2.35077659543076e-08	-2.58678759481137e-08
2.19000000000000e+00	2.29288106078120e-08	-8.89666626222704e-08	-5.39070293302790e-08
2.19500000000000e+00	-7.56827239854045e-08	-7.42828730384827e-08	-4.38370628541305e-08
2.20000000000000e+00	-7.75688762440080e-08	-3.55560854860517e-08	-2.69748432794443e-08
2.20500000000000e+00	-6.35463601147521e-08	-4.68352263838771e-08	-2.59157695856753e-07
2.21000000000000e+00	-6.23354583434339e-08	-8.26401125073084e-08	-1.77203225121044e-07
2.21500000000000e+00	-8.00693241539109e-08	-2.12971321957717e-08	6.03570431920680e-08
2.22000000000000e+00	-1.00696984984441e-07	3.10961660622618e-08	1.82097333221634e-07
2.22500000000000e+00	-7.95417984249128e-08	5.27386515588755e-08	1.05876371411809e-08
2.23000000000000e+00	1.07306253715592e-08	-6.14982795575090e-09	-1.08471358924270e-07
2.23500000000000e+00	1.16817201942460e-08	-1.34094432677654e-07	-3.71517893102728e-07
2.24000000000000e+00	4.54786937465844e-08	-1.79324616377653e-07	-1.55425287431485e-07
2.24500000000000e+00	4.94792853923785e-08	-2.08560903075128e-08	3.32663128442364e-08
2.25000000000000e+00	-8.02202811048625e-08	2.48750754263448e-08	3.80850722361998e-07
2.25500000000000e+00	-4.17365485672675e-08	2.78368770323106e-08	3.20029561828219e-07
2.26000000000000e+00	-1.87944014492401e-08	5.17805216772776e-08	-1.16864589303039e-07
2.26500000000000e+00	1.00001177685870e-07	2.08439594276356e-08	-1.25618974904084e-08
2.27000000000000e+00	1.26108351907473e-07	8.83025770871268e-09	6.36505411259641e-08
2.27500000000000e+00	-1.25145518841782e-09	-1.26739560348514e-08	1.62126512516020e-07
2.28000000000000e+00	-5.91507021527058e-08	-1.13718103431663e-08	1.34726406869865e-07
2.28500000000000e+00	-3.72775649431210e-08	-1.42480515204149e-08	1.27197572575186e-07
2.29000000000000e+00	-3.80133325372842e-08	6.26373956320386e-12	6.12486792845464e-08
2.29500000000000e+00	2.79632676523267e-08	8.52047797288214e-09	7.12139281330494e-08
2.30000000000000e+00	8.42995551882306e-08	-1.25476254121003e-08	5.38721524960830e-08
2.30500000000000e+00	5.26621138245681e-08	-1.08128490509401e-08	1.09235397435446e-07
2.31000000000000e+00	-1.36088446027939e-07	2.12111679906027e-08	1.23910447925038e-07
2.31500000000000e+00	-1.30621031392636e-07	2.28063201173555e-08	1.64121144245265e-07
2.32000000000000e+00	-2.29707175462589e-07	2.04209014544227e-08	1.40077577259773e-07
2.32500000000000e+00	-1.17612684258535e-07	5.97203756525124e-11	1.39437399330510e-07
2.33000000000000e+00	8.79666480151888e-08	3.49391584499144e-08	1.15568300560430e-07
2.33500000000000e+00	5.96428309226992e-08	1.38972414873457e-08	1.39159433407203e-07
2.34000000000000e+00	3.60753549566017e-08	1.86133308864825e-08	2.43090422787589e-07
2.34500000000000e+00	2.81006640634048e-08	1.42431218817628e-08	1.65521502562370e-07
2.35000000000000e+00	1.90003177303724e-08	5.00258404548662e-09	7.47503843078614e-08
2.35500000000000e+00	7.44963211665440e-08	-2.12607006893803e-08	8.24176073609523e-08
2.36000000000000e+00	8.14126971951495e-08	-4.06839240886612e-08	9.11005128333687e-08
2.36500000000000e+00	2.34341219917075e-08	2.91211182204055e-09	2.56194371772645e-07
2.37000000000000e+00	-1.18364142311386e-08	2.64348845278926e-10	2.04969355497389e-07
2.37500000000000e+00	4.62185176664068e-10	1.95096382361975e-08	4.41041795534640e-07
2.38000000000000e+00	-1.35396167966611e-08	6.33509371638134e-08	3.67723556628410e-07
2.38500000000000e+00	2.42033892223272e-08	4.10733842557240e-08	1.18502448615296e-07
2.39000000000000e+00	5.13141350069980e-08	8.03467105522752e-08	1.23994538541313e-08
2.39500000000000e+00	5.41061427228254e-08	5.90506304240004e-08	8.50138262949000e-08
2.40000000000000e+00	6.81390666912254e-08	-1.48800149381483e-08	9.18699867867093e-08
2.40500000000000e+00	2.94714066100336e-08	-2.34805221629456e-08	2.26771321886400e-07
2.41000000000000e+00	3.92688672277970e-08	6.43882632129086e-09	3.57881695401534e-07
2.41500000000000e+00	4.48634846219226e-08	7.57011778749172e-09	2.54972625484268e-07
2.42000000000000e+00	1.33606457295009e-08	1.84366947079586e-08	-1.14183134725368e-07
2.42500000000000e+00	-1.97458444107439e-08	1.85708052835187e-08	2.73268167190482e-08
2.43000000000000e+00	-1.61574594491264e-08	1.45116026038078e-08	7.36832198734185e-08
2.43500000000000e+00	1.88145713129283e-08	8.98781998370853e-10	1.13925088335492e-07
2.44000000000000e+00	4.40937509628078e-08	-5.92722345126740e-09	-1.16413563329820e-08
2.44500000000000e+00	4.28148365114265e-08	-8.04540720251428e-09	-7.21957507655563e-08
2.45000000000000e+00	-3.19861695380790e-10	-5.22860351678224e-09	1.86765560810316e-08
2.45500000000000e+00	-6.71980383251382e-08	1.93466140119831e-08	2.49056700928307e-07
2.46000000000000e+00	-1.04813730509649e-07	2.68560362101545e-08	3.32112554557251e-07
2.46500000000000e+00	-5.72378310051222e-08	4.07697304094055e-08	1.96707922192991e-07
2.47000000000000e+00	1.53195873811934e-08	2.21012601521574e-08	2.30749323786064e-07
2.47500000000000e+00	6.48098349979287e-08	-1.42648157352034e-08	2.70879031540287e-07
2.48000000000000e+00	4.52554845604973e-08	2.78079806644398e-08	4.32772140823247e-07
2.48500000000000e+00	4.27367944582433e-08	9.69806794516196e-08	6.11623860670188e-07
2.49000000000000e+00	8.89896326305553e-08	2.71658934005340e-08	2.43778946089649e-07
2.49500000000000e+00	1.01694478022176e-07	-4.41008386833174e-08	7.05399131906777e-09
2.50000000000000e+00	8.53718300615283e-08	-1.79967676218853e-08	5.71327253193256e-08
2.50500000000000e+00	8.62789157415885e-08	-2.30101544215302e-08	1.69871443925371e-07
2.51000000000000e+00	1.09175825744031e-07	-1.94870278924810e-08	3.28057572780969e-07
2.51500000000000e+00	1.38379929333792e-07	-2.46582404214795e-08	5.75813005689942e-07
2.52000000000000e+00	1.00568708214277e-07	-1.11411017565459e-08	3.25710799673286e-07
2.52500000000000e+00	9.24258936226227e-08	-8.88139208065773e-09	-3.13050821799916e-08
2.53000000000000e+00	1.00842313315651e-07	1.14755787300794e-08	7.54766302110437e-09
2.53500000000000e+00	1.10041973032549e-07	4.14832941943294e-08	5.41056926657742e-08
2.54000000000000e+00	1.04067642414146e-07	7.90480782547574e-08	4.19836329275110e-08
2.54500000000000e+00	8.00420013125550e-08	-3.11694447665693e-08	4.15547114039309e-08
2.55000000000000e+00	7.99743227088015e-08	-2.30318204483622e-08	7.30375239236334e-09
2.55500000000000e+00	9.60461567614045e-08	-1.04691155294109e-08	4.19728408218006e-08
2.56000000000000e+00	1.07757281063940e-07	-6.25599675027445e-09	1.82280706945751e-08
2.56500000000000e+00	1.09423723643408e-07	-6.96399117756767e-10	-2.57831937577359e-08
2.57000000000000e+00	1.08676999237421e-07	7.10763189392056e-09	-1.37981055763425e-08
2.57500000000000e+00	1.09700632812749e-07	4.21169811195702e-09	1.34244254059319e-10
2.58000000000000e+00	1.18937831727591e-07	-6.35316438411553e-09	-4.07150398878865e-08
2.58500000000000e+00	1.31601101955203e-07	-2.46434970168325e-08	-1.05252598093679e-07
2.59000000000000e+00	1.33879110872992e-07	-1.82878028701885e-08	-1.76841797825587e-07
2.59500000000000e+00	1.17908253512970e-07	-1.45015111917666e-08	-1.64633544096597e-07
2.60000000000000e+00	9.82517315070721e-08	-4.66312209166523e-09	-1.20244529855575e-07
2.60500000000000e+00	9.98128976085469e-08	-2.29320583030040e-08	-6.98967338864483e-08
2.61000000000000e+00	1.49395903360803e-07	-2.11305405817396e-08	1.89222579181574e-08
2.61500000000000e+00	2.08534612946007e-07	-1.74142932446012e-08	-4.58615515938535e-08
2.62000000000000e+00	1.56712193547247e-07	-2.51399287662656e-08	-1.81959078907652e-07
2.62500000000000e+00	1.21219508986971e-07	-3.48719908097762e-08	-7.79544774947721e-08
2.63000000000000e+00	1.78564057032528e-07	2.30053666623402e-08	-1.05119019706726e-08
2.63500000000000e+00	2.14687522791868e-07	1.67024398276873e-08	4.52075440276001e-08
2.64000000000000e+00	1.39939408517062e-07	-7.01752409651765e-09	3.58900733691871e-08
2.64500000000000e+00	8.05472626359158e-08	-1.88147822926918e-08	2.65250265236974e-08
2.65000000000000e+00	1.25348416921728e-07	3.70747821106862e-08	4.01548376995399e-08
2.65500000000000e+00	1.13527544648899e-07	3.19030929737699e-08	8.61625521358574e-08
2.66000000000000e+00	8.85727153985698e-08	3.40882779276827e-08	8.41490636237255e-08
2.66500000000000e+00	7.60229491220863e-08	1.82241027803156e-08	8.22295550523212e-08
2.67000000000000e+00	7.52741033894102e-08	1.73505881915804e-08	7.93256619065589e-08
2.67500000000000e+00	1.97668565671088e-08	-1.04908997274831e-08	1.03509982371105e-07
2.68000000000000e+00	1.26761290332976e-08	2.60657668884919e-09	1.02130349872961e-07
2.68500000000000e+00	4.20917114343756e-08	-2.41175635301650e-09	1.11184921499023e-07
2.69000000000000e+00	9.63672320132114e-08	-1.69360595213279e-08	1.05711549370291e-07
2.69500000000000e+00	9.00962396389804e-08	-9.43949381579684e-09	1.19671159940542e-07
2.70000000000000e+00	9.09866293656560e-08	-4.72337238129484e-08	1.17649024063045e-07
2.70500000000000e+00	1.11083017194799e-07	-8.68101232126452e-08	1.31710603352374e-07
2.71000000000000e+00	1.27171967327216e-07	-4.05023896839485e-08	1.33276680762674e-07
2.71500000000000e+00	1.42504481504012e-07	-6.39803675958286e-08	1.32176432576433e-07
2.72000000000000e+00	1.64342648250660e-07	-5.63351083452628e-08	1.29767898379036e-07
2.72500000000000e+00	1.46715566800737e-07	-2.10711906363116e-08	1.43560546207134e-07
2.73000000000000e+00	1.51802613198919e-07	-2.93255072959673e-09	1.39342264068084e-07
2.73500000000000e+00	1.55028833074808e-07	-9.66933201156469e-10	1.52497189491562e-07
2.74000000000000e+00	1.57386410311633e-07	1.67478347943274e-09	1.47539273272237e-07
2.74500000000000e+00	1.66728560790256e-07	3.20688154997484e-09	1.58959245324112e-07
2.75000000000000e+00	1.71787598342776e-07	5.57250017310014e-09	1.53934501664218e-07
2.75500000000000e+00	1.78179347791837e-07	4.57730212495497e-09	1.65480314960434e-07
2.76000000000000e+00	1.78829108168358e-07	6.61949015368172e-09	1.61519446693705e-07
2.76500000000000e+00	1.82490679180449e-07	7.04535394504910e-09	1.72766047236850e-07
2.77000000000000e+00	1.86057327017572e-07	1.05928621822412e-08	1.68696503821453e-07
2.77500000000000e+00	1.97437507906048e-07	1.14516432833140e-08	1.78829770289768e-07
2.78000000000000e+00	2.17467209611715e-07	1.28936190098205e-08	1.75426136989565e-07
2.78500000000000e+00	2.47594846262052e-07	1.07749065289417e-08	1.75835635983302e-07
2.79000000000000e+00	1.86200606812498e-07	8.13325604711463e-09	1.47377010936681e-07
2.79500000000000e+00	1.62568905302211e-07	8.99619089817278e-10	6.71915922515098e-08
2.80000000000000e+00	1.85123649994353e-07	-2.27667165832062e-08	2.23832277930398e-07
2.80500000000000e+00	1.90860153566773e-07	3.81639237805147e-08	1.94139756907357e-07
2.81000000000000e+00	1.92796289162510e-07	2.62019786849729e-08	1.87610907636681e-07
2.81500000000000e+00	1.97098937029679e-07	1.99352825879651e-08	2.05426572653712e-07
2.82000000000000e+00	2.03462090978167e-07	1.92133020806640e-08	1.76854635494457e-07
2.82500000000000e+00	2.11654185734917e-07	9.19370503935606e-09	1.64745989229327e-07
2.83000000000000e+00	2.16250958704027e-07	3.75861232437180e-09	1.48917120964598e-07
2.83500000000000e+00	2.20173128409733e-07	9.83573517044089e-09	1.81010405752282e-07
2.84000000000000e+00	2.22784785080570e-07	1.56136744988921e-08	1.94541157053403e-07
2.84500000000000e+00	2.27824331051643e-07	1.44324231767882e-08	2.05359034894853e-07
2.85000000000000e+00	2.33757346848363e-07	1.94624618633810e-08	1.71448945585351e-07
2.85500000000000e+00	2.40727171519587e-07	1.89966179320070e-08	1.97244190021941e-07
2.86000000000000e+00	2.44215444118659e-07	2.51203934683024e-08	3.62228402987592e-07
2.86500000000000e+00	2.48237754338996e-07	2.17625288225245e-08	3.04895734021628e-07
2.87000000000000e+00	2.52975199832576e-07	1.41450725161630e-08	7.93027007172213e-08
2.87500000000000e+00	2.60613708835169e-07	-7.65195413394065e-09	1.18749939308202e-07
2.88000000000000e+00	2.68184168131120e-07	-1.99862334582584e-08	1.11539206360270e-07
2.88500000000000e+00	2.76594949972030e-07	-2.38997230184273e-08	1.00036720982441e-07
2.89000000000000e+00	2.82404260096961e-07	-1.08086060018266e-08	5.15835634392930e-08
2.89500000000000e+00	2.88461299738233e-07	-2.13316210084995e-09	5.64603779056549e-08
2.90000000000000e+00	2.88965346475894e-07	7.53576428554217e-09	8.96524157562767e-08
2.90500000000000e+00	3.45035309171784e-07	7.69241146756161e-09	1.50344019610082e-07
2.91000000000000e+00	3.57768663722684e-07	1.16452777842749e-08	1.71156320434032e-07
2.91500000000000e+00	3.92973834928554e-07	8.80913309350172e-09	1.95747255875788e-07
2.92000000000000e+00	4.58128206279992e-07	1.01273320717387e-08	1.95201102233525e-07
2.92500000000000e+00	6.14610396251294e-07	3.54512974348540e-09	2.03571168740186e-07
2.93000000000000e+00	1.47207672195723e-06	-7.73786992317484e-08	1.15650067129142e-07
