  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000015E+01  -0.9035766E-04   0.1000015E+01  -0.1577063E-05
 0.2099800E+00   0.1000015E+01  -0.9035766E-04   0.1000015E+01  -0.1577063E-05
 0.4000000E+00   0.1000057E+01  -0.3375212E-03   0.1000057E+01  -0.5891192E-05
 0.6000000E+00   0.1000127E+01  -0.7682974E-03   0.1000127E+01  -0.1341103E-04
 0.8000000E+00   0.1000226E+01  -0.1389323E-02   0.1000226E+01  -0.2425375E-04
 0.1000000E+01   0.1000354E+01  -0.2214223E-02   0.1000354E+01  -0.3865918E-04
 0.1200000E+01   0.1000512E+01  -0.3260980E-02   0.1000512E+01  -0.5694396E-04
 0.1400000E+01   0.1000699E+01  -0.4556123E-02   0.1000699E+01  -0.7957496E-04
 0.1600000E+01   0.1000919E+01  -0.6145169E-02   0.1000919E+01  -0.1073520E-03
 0.1800000E+01   0.1001175E+01  -0.8122856E-02   0.1001175E+01  -0.1419371E-03
 0.2000000E+01   0.1001472E+01  -0.1074167E-01   0.1001472E+01  -0.1877534E-03
 0.2200000E+01   0.1001827E+01  -0.1495486E-01   0.1001827E+01  -0.2614884E-03
 0.2400000E+01   0.1002246E+01  -0.2616032E-01   0.1002246E+01  -0.4576094E-03
 0.2600000E+01   0.1002404E+01  -0.5242832E-01   0.1002404E+01  -0.9172466E-03
 0.2800000E+01   0.1002362E+01  -0.3543360E-01   0.1002362E+01  -0.6198939E-03
 0.3000000E+01   0.1002866E+01  -0.2850737E-01   0.1002866E+01  -0.4989733E-03
 0.3200000E+01   0.1003391E+01  -0.3008899E-01   0.1003391E+01  -0.5269329E-03
 0.3400000E+01   0.1003934E+01  -0.3511611E-01   0.1003934E+01  -0.6153028E-03
 0.3600000E+01   0.1004499E+01  -0.4536624E-01   0.1004499E+01  -0.7953525E-03
 0.3800000E+01   0.1004930E+01  -0.6296012E-01   0.1004930E+01  -0.1104279E-02
 0.4000000E+01   0.1005146E+01  -0.6307271E-01   0.1005145E+01  -0.1106491E-02
 0.4200000E+01   0.1005730E+01  -0.5656646E-01   0.1005730E+01  -0.9929280E-03
 0.4400000E+01   0.1006406E+01  -0.5789716E-01   0.1006406E+01  -0.1016970E-02
 0.4600000E+01   0.1007100E+01  -0.6241785E-01   0.1007099E+01  -0.1097131E-02
 0.4800000E+01   0.1007814E+01  -0.6833875E-01   0.1007814E+01  -0.1202056E-02
 0.5000000E+01   0.1008557E+01  -0.7518867E-01   0.1008556E+01  -0.1323519E-02
 0.5200000E+01   0.1009334E+01  -0.8286787E-01   0.1009333E+01  -0.1459816E-02
 0.5400000E+01   0.1010148E+01  -0.9142846E-01   0.1010147E+01  -0.1611921E-02
 0.5600000E+01   0.1011006E+01  -0.1010436E+00   0.1011004E+01  -0.1782952E-02
 0.5800000E+01   0.1011911E+01  -0.1120623E+00   0.1011909E+01  -0.1979151E-02
 0.6000000E+01   0.1012871E+01  -0.1251776E+00   0.1012868E+01  -0.2212879E-02
 0.6200000E+01   0.1013890E+01  -0.1418446E+00   0.1013887E+01  -0.2510041E-02
 0.6400000E+01   0.1014958E+01  -0.1651588E+00   0.1014953E+01  -0.2925677E-02
 0.6600000E+01   0.1015970E+01  -0.1995473E+00   0.1015964E+01  -0.3538372E-02
 0.6800000E+01   0.1016707E+01  -0.2395810E+00   0.1016698E+01  -0.4251326E-02
 0.7000000E+01   0.1017121E+01  -0.2707580E+00   0.1017110E+01  -0.4806507E-02
 0.7200000E+01   0.1017419E+01  -0.2688448E+00   0.1017408E+01  -0.4773945E-02
 0.7400000E+01   0.1018293E+01  -0.2489937E+00   0.1018284E+01  -0.4425244E-02
 0.7600000E+01   0.1019539E+01  -0.2413016E+00   0.1019530E+01  -0.4293784E-02
 0.7800000E+01   0.1020882E+01  -0.2450370E+00   0.1020872E+01  -0.4365993E-02
 0.8000000E+01   0.1022250E+01  -0.2552150E+00   0.1022240E+01  -0.4553439E-02
 0.8200000E+01   0.1023639E+01  -0.2691282E+00   0.1023628E+01  -0.4808193E-02
 0.8400000E+01   0.1025053E+01  -0.2854379E+00   0.1025040E+01  -0.5106621E-02
 0.8600000E+01   0.1026498E+01  -0.3031921E+00   0.1026484E+01  -0.5431897E-02
 0.8800000E+01   0.1027986E+01  -0.3207487E+00   0.1027970E+01  -0.5754759E-02
 0.9000000E+01   0.1029589E+01  -0.3343143E+00   0.1029572E+01  -0.6007503E-02
 0.9200000E+01   0.1031614E+01  -0.3464917E+00   0.1031595E+01  -0.6238569E-02
 0.9400000E+01   0.1034290E+01  -0.3958480E+00   0.1034265E+01  -0.7145697E-02
 0.9600000E+01   0.1036630E+01  -0.5291348E+00   0.1036586E+01  -0.9573292E-02
 0.9800000E+01   0.1037018E+01  -0.7101048E+00   0.1036939E+01  -0.1285213E-01
 0.1000000E+02   0.1034783E+01  -0.8212861E+00   0.1034677E+01  -0.1483222E-01
 0.1020000E+02   0.1031876E+01  -0.7206066E+00   0.1031795E+01  -0.1297752E-01
 0.1040000E+02   0.1032275E+01  -0.4551558E+00   0.1032242E+01  -0.8200272E-02
 0.1060000E+02   0.1036792E+01  -0.2545621E+00   0.1036782E+01  -0.4606395E-02
 0.1080000E+02   0.1042375E+01  -0.2348772E+00   0.1042366E+01  -0.4273078E-02
 0.1100000E+02   0.1046694E+01  -0.3171956E+00   0.1046678E+01  -0.5794578E-02
 0.1120000E+02   0.1049785E+01  -0.4100815E+00   0.1049759E+01  -0.7513537E-02
 0.1140000E+02   0.1052392E+01  -0.4847197E+00   0.1052355E+01  -0.8903085E-02
 0.1160000E+02   0.1054955E+01  -0.5470156E+00   0.1054907E+01  -0.1007174E-01
 0.1180000E+02   0.1057587E+01  -0.6054805E+00   0.1057528E+01  -0.1117598E-01
 0.1200000E+02   0.1060306E+01  -0.6639818E+00   0.1060235E+01  -0.1228726E-01
 0.1220000E+02   0.1063126E+01  -0.7243969E+00   0.1063041E+01  -0.1344086E-01
 0.1240000E+02   0.1066061E+01  -0.7882518E+00   0.1065960E+01  -0.1466597E-01
 0.1260000E+02   0.1069126E+01  -0.8572344E+00   0.1069006E+01  -0.1599520E-01
 0.1280000E+02   0.1072331E+01  -0.9334444E+00   0.1072189E+01  -0.1746930E-01
 0.1300000E+02   0.1075681E+01  -0.1019660E+01   0.1075511E+01  -0.1914227E-01
 0.1320000E+02   0.1079167E+01  -0.1119674E+01   0.1078961E+01  -0.2108774E-01
 0.1340000E+02   0.1082748E+01  -0.1238601E+01   0.1082495E+01  -0.2340466E-01
 0.1360000E+02   0.1086314E+01  -0.1382696E+01   0.1085998E+01  -0.2621304E-01
 0.1380000E+02   0.1089639E+01  -0.1557252E+01   0.1089237E+01  -0.2961184E-01
 0.1400000E+02   0.1092346E+01  -0.1760403E+01   0.1091830E+01  -0.3355685E-01
 0.1420000E+02   0.1094024E+01  -0.1975022E+01   0.1093374E+01  -0.3770421E-01
 0.1440000E+02   0.1094455E+01  -0.2168553E+01   0.1093671E+01  -0.4141348E-01
 0.1460000E+02   0.1093804E+01  -0.2296007E+01   0.1092926E+01  -0.4382015E-01
 0.1480000E+02   0.1093028E+01  -0.2316025E+01   0.1092135E+01  -0.4417062E-01
 0.1500000E+02   0.1093595E+01  -0.2243709E+01   0.1092757E+01  -0.4281438E-01
 0.1520000E+02   0.1096124E+01  -0.2145948E+01   0.1095355E+01  -0.4104449E-01
 0.1540000E+02   0.1100194E+01  -0.2074604E+01   0.1099472E+01  -0.3982784E-01
 0.1560000E+02   0.1105170E+01  -0.2045250E+01   0.1104466E+01  -0.3944215E-01
 0.1580000E+02   0.1110633E+01  -0.2054573E+01   0.1109919E+01  -0.3981775E-01
 0.1600000E+02   0.1116374E+01  -0.2095082E+01   0.1115627E+01  -0.4081230E-01
 0.1620000E+02   0.1122298E+01  -0.2160061E+01   0.1121500E+01  -0.4230079E-01
 0.1640000E+02   0.1128375E+01  -0.2244080E+01   0.1127509E+01  -0.4418328E-01
 0.1660000E+02   0.1134618E+01  -0.2342962E+01   0.1133669E+01  -0.4638433E-01
 0.1680000E+02   0.1141074E+01  -0.2454333E+01   0.1140027E+01  -0.4886431E-01
 0.1700000E+02   0.1147794E+01  -0.2577940E+01   0.1146633E+01  -0.5162591E-01
 0.1720000E+02   0.1154817E+01  -0.2714732E+01   0.1153521E+01  -0.5469593E-01
 0.1740000E+02   0.1162164E+01  -0.2865750E+01   0.1160711E+01  -0.5810346E-01
 0.1760000E+02   0.1169858E+01  -0.3031891E+01   0.1168221E+01  -0.6187590E-01
 0.1780000E+02   0.1177926E+01  -0.3214153E+01   0.1176073E+01  -0.6604413E-01
 0.1800000E+02   0.1186399E+01  -0.3413827E+01   0.1184294E+01  -0.7064686E-01
 0.1820000E+02   0.1195311E+01  -0.3632593E+01   0.1192909E+01  -0.7573280E-01
 0.1840000E+02   0.1204694E+01  -0.3872544E+01   0.1201944E+01  -0.8136168E-01
 0.1860000E+02   0.1214580E+01  -0.4136171E+01   0.1211416E+01  -0.8760413E-01
 0.1880000E+02   0.1224991E+01  -0.4426259E+01   0.1221337E+01  -0.9453987E-01
 0.1900000E+02   0.1235943E+01  -0.4745626E+01   0.1231706E+01  -0.1022522E+00
 0.1920000E+02   0.1247443E+01  -0.5096697E+01   0.1242510E+01  -0.1108189E+00
 0.1940000E+02   0.1259497E+01  -0.5481004E+01   0.1253739E+01  -0.1203018E+00
 0.1960000E+02   0.1272140E+01  -0.5898899E+01   0.1265404E+01  -0.1307422E+00
 0.1980000E+02   0.1285468E+01  -0.6350164E+01   0.1277581E+01  -0.1421786E+00
 0.2000000E+02   0.1299678E+01  -0.6836859E+01   0.1290437E+01  -0.1547173E+00
 0.2020000E+02   0.1315023E+01  -0.7367246E+01   0.1304167E+01  -0.1686236E+00
 0.2040000E+02   0.1331693E+01  -0.7956032E+01   0.1318875E+01  -0.1843238E+00
 0.2060000E+02   0.1349753E+01  -0.8620417E+01   0.1334505E+01  -0.2023114E+00
 0.2080000E+02   0.1369167E+01  -0.9376785E+01   0.1350873E+01  -0.2230732E+00
 0.2100000E+02   0.1389836E+01  -0.1024002E+02   0.1367699E+01  -0.2470742E+00
 0.2120000E+02   0.1411623E+01  -0.1122371E+02   0.1384625E+01  -0.2747588E+00
 0.2140000E+02   0.1434367E+01  -0.1233994E+02   0.1401229E+01  -0.3065405E+00
 0.2160000E+02   0.1457941E+01  -0.1359944E+02   0.1417065E+01  -0.3428096E+00
 0.2180000E+02   0.1482328E+01  -0.1501447E+02   0.1431721E+01  -0.3840163E+00
 0.2200000E+02   0.1507648E+01  -0.1660515E+02   0.1444774E+01  -0.4308471E+00
