  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1004106E+01  -0.2357347E-01   0.1004105E+01  -0.4131238E-03
 0.2099800E+00   0.1004106E+01  -0.2357347E-01   0.1004105E+01  -0.4131238E-03
 0.4000000E+00   0.1015338E+01  -0.8864096E-01   0.1015337E+01  -0.1570805E-02
 0.6000000E+00   0.1035302E+01  -0.2061109E+00   0.1035295E+01  -0.3724299E-02
 0.8000000E+00   0.1065321E+01  -0.3869727E+00   0.1065297E+01  -0.7195071E-02
 0.1000000E+01   0.1107961E+01  -0.6520582E+00   0.1107890E+01  -0.1260895E-01
 0.1200000E+01   0.1167453E+01  -0.1036631E+01   0.1167262E+01  -0.2112113E-01
 0.1400000E+01   0.1250957E+01  -0.1602220E+01   0.1250468E+01  -0.3497721E-01
 0.1600000E+01   0.1371288E+01  -0.2462959E+01   0.1370021E+01  -0.5892906E-01
 0.1800000E+01   0.1553479E+01  -0.3851856E+01   0.1549970E+01  -0.1043580E+00
 0.2000000E+01   0.1853163E+01  -0.6321655E+01   0.1841895E+01  -0.2040518E+00
 0.2200000E+01   0.2419319E+01  -0.1157366E+02   0.2370128E+01  -0.4853819E+00
 0.2400000E+01   0.3636393E+01  -0.2735375E+02   0.3229796E+01  -0.1670861E+01
 0.2600000E+01   0.5771242E+01  -0.6909667E+02   0.2059135E+01  -0.5391401E+01
 0.2800000E+01   0.3290622E+01  -0.1293490E+03  -0.2086392E+01  -0.2544634E+01
 0.3000000E+01   0.1637406E+01  -0.1486835E+03  -0.1398851E+01  -0.8510664E+00
 0.3200000E+01   0.9042416E+00  -0.1542976E+03  -0.8147746E+00  -0.3921674E+00
 0.3400000E+01   0.5382507E+00  -0.1548436E+03  -0.4871981E+00  -0.2288052E+00
 0.3600000E+01   0.3213376E+00  -0.1524948E+03  -0.2850163E+00  -0.1484033E+00
 0.3800000E+01   0.1712734E+00  -0.1457766E+03  -0.1416175E+00  -0.9632792E-01
 0.4000000E+01   0.7808190E-01  -0.1076789E+03  -0.2371213E-01  -0.7439434E-01
 0.4200000E+01   0.8782111E-01  -0.5082265E+02   0.5547861E-01  -0.6807842E-01
 0.4400000E+01   0.1317394E+00  -0.2777776E+02   0.1165580E+00  -0.6139627E-01
 0.4600000E+01   0.1775124E+00  -0.1846852E+02   0.1683702E+00  -0.5623302E-01
 0.4800000E+01   0.2207894E+00  -0.1393719E+02   0.2142894E+00  -0.5317890E-01
 0.5000000E+01   0.2618917E+00  -0.1151873E+02   0.2566171E+00  -0.5229671E-01
 0.5200000E+01   0.3021170E+00  -0.1025284E+02   0.2972927E+00  -0.5377448E-01
 0.5400000E+01   0.3431314E+00  -0.9756998E+01   0.3381681E+00  -0.5815043E-01
 0.5600000E+01   0.3870116E+00  -0.9904567E+01   0.3812434E+00  -0.6656895E-01
 0.5800000E+01   0.4365489E+00  -0.1073416E+02   0.4289101E+00  -0.8130826E-01
 0.6000000E+01   0.4957929E+00  -0.1246313E+02   0.4841096E+00  -0.1069978E+00
 0.6200000E+01   0.5707395E+00  -0.1560679E+02   0.5496967E+00  -0.1535483E+00
 0.6400000E+01   0.6684568E+00  -0.2127050E+02   0.6229203E+00  -0.2424970E+00
 0.6600000E+01   0.7837880E+00  -0.3131873E+02   0.6695814E+00  -0.4074118E+00
 0.6800000E+01   0.8771543E+00  -0.4587984E+02   0.6106445E+00  -0.6296927E+00
 0.7000000E+01   0.9397738E+00  -0.6570329E+02   0.3866812E+00  -0.8565352E+00
 0.7200000E+01   0.8228519E+00  -0.9192836E+02  -0.2768883E-01  -0.8223859E+00
