  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000178E+01  -0.1021878E-02   0.1000178E+01  -0.1783831E-04
 0.2099800E+00   0.1000178E+01  -0.1021878E-02   0.1000178E+01  -0.1783831E-04
 0.4000000E+00   0.1000655E+01  -0.3761776E-02   0.1000655E+01  -0.6569836E-04
 0.6000000E+00   0.1001466E+01  -0.8439873E-02   0.1001466E+01  -0.1475195E-03
 0.8000000E+00   0.1002607E+01  -0.1504271E-01   0.1002607E+01  -0.2632292E-03
 0.1000000E+01   0.1004082E+01  -0.2362436E-01   0.1004082E+01  -0.4140060E-03
 0.1200000E+01   0.1005898E+01  -0.3426143E-01   0.1005898E+01  -0.6015019E-03
 0.1400000E+01   0.1008066E+01  -0.4706545E-01   0.1008065E+01  -0.8280723E-03
 0.1600000E+01   0.1010596E+01  -0.6221256E-01   0.1010595E+01  -0.1097319E-02
 0.1800000E+01   0.1013508E+01  -0.8002473E-01   0.1013507E+01  -0.1415561E-02
 0.2000000E+01   0.1016830E+01  -0.1012376E+00   0.1016829E+01  -0.1796666E-02
 0.2200000E+01   0.1020620E+01  -0.1281306E+00   0.1020617E+01  -0.2282411E-02
 0.2400000E+01   0.1025012E+01  -0.1719120E+00   0.1025008E+01  -0.3075473E-02
 0.2600000E+01   0.1028826E+01  -0.2942316E+00   0.1028812E+01  -0.5283315E-02
 0.2800000E+01   0.1032208E+01  -0.2522078E+00   0.1032198E+01  -0.4543614E-02
 0.3000000E+01   0.1037813E+01  -0.2508472E+00   0.1037803E+01  -0.4543644E-02
 0.3200000E+01   0.1043860E+01  -0.2796053E+00   0.1043848E+01  -0.5094052E-02
 0.3400000E+01   0.1050352E+01  -0.3210198E+00   0.1050335E+01  -0.5884936E-02
 0.3600000E+01   0.1057320E+01  -0.3784792E+00   0.1057297E+01  -0.6984297E-02
 0.3800000E+01   0.1064437E+01  -0.4470727E+00   0.1064404E+01  -0.8305598E-02
 0.4000000E+01   0.1071849E+01  -0.4887051E+00   0.1071810E+01  -0.9142241E-02
 0.4200000E+01   0.1080508E+01  -0.5259855E+00   0.1080463E+01  -0.9919120E-02
 0.4400000E+01   0.1089978E+01  -0.5819963E+00   0.1089922E+01  -0.1107153E-01
 0.4600000E+01   0.1100183E+01  -0.6493320E+00   0.1100113E+01  -0.1246809E-01
 0.4800000E+01   0.1111200E+01  -0.7256476E+00   0.1111111E+01  -0.1407290E-01
 0.5000000E+01   0.1123118E+01  -0.8110106E+00   0.1123006E+01  -0.1589699E-01
 0.5200000E+01   0.1136038E+01  -0.9063293E+00   0.1135896E+01  -0.1796959E-01
 0.5400000E+01   0.1150074E+01  -0.1013032E+01   0.1149894E+01  -0.2033310E-01
 0.5600000E+01   0.1165358E+01  -0.1133108E+01   0.1165130E+01  -0.2304517E-01
 0.5800000E+01   0.1182049E+01  -0.1269368E+01   0.1181759E+01  -0.2618574E-01
 0.6000000E+01   0.1200335E+01  -0.1426064E+01   0.1199963E+01  -0.2987267E-01
 0.6200000E+01   0.1220432E+01  -0.1610328E+01   0.1219950E+01  -0.3429637E-01
 0.6400000E+01   0.1242526E+01  -0.1835119E+01   0.1241889E+01  -0.3978990E-01
 0.6600000E+01   0.1266473E+01  -0.2118012E+01   0.1265608E+01  -0.4680613E-01
 0.6800000E+01   0.1291670E+01  -0.2441884E+01   0.1290497E+01  -0.5503291E-01
 0.7000000E+01   0.1318568E+01  -0.2759367E+01   0.1317039E+01  -0.6347774E-01
 0.7200000E+01   0.1348823E+01  -0.3030236E+01   0.1346937E+01  -0.7130277E-01
 0.7400000E+01   0.1385132E+01  -0.3323550E+01   0.1382802E+01  -0.8030215E-01
 0.7600000E+01   0.1427513E+01  -0.3722669E+01   0.1424501E+01  -0.9268433E-01
 0.7800000E+01   0.1476184E+01  -0.4242508E+01   0.1472139E+01  -0.1092053E+00
 0.8000000E+01   0.1532341E+01  -0.4898929E+01   0.1526743E+01  -0.1308593E+00
 0.8200000E+01   0.1597838E+01  -0.5726640E+01   0.1589864E+01  -0.1594362E+00
 0.8400000E+01   0.1675183E+01  -0.6784056E+01   0.1663454E+01  -0.1978854E+00
 0.8600000E+01   0.1767669E+01  -0.8164245E+01   0.1749754E+01  -0.2510288E+00
 0.8800000E+01   0.1879354E+01  -0.1001683E+02   0.1850706E+01  -0.3268901E+00
 0.9000000E+01   0.2013913E+01  -0.1257741E+02   0.1965584E+01  -0.4385464E+00
 0.9200000E+01   0.2170880E+01  -0.1612625E+02   0.2085460E+01  -0.6029724E+00
 0.9400000E+01   0.2347601E+01  -0.2080577E+02   0.2194514E+01  -0.8338705E+00
 0.9600000E+01   0.2553131E+01  -0.2698225E+02   0.2275215E+01  -0.1158393E+01
 0.9800000E+01   0.2768733E+01  -0.3580798E+02   0.2245394E+01  -0.1619904E+01
 0.1000000E+02   0.2892416E+01  -0.4770268E+02   0.1946532E+01  -0.2139412E+01
 0.1020000E+02   0.2833576E+01  -0.6106721E+02   0.1370837E+01  -0.2479911E+01
 0.1040000E+02   0.2619306E+01  -0.7469219E+02   0.6915086E+00  -0.2526377E+01
 0.1060000E+02   0.2255300E+01  -0.8839847E+02   0.6303168E-01  -0.2254419E+01
 0.1080000E+02   0.1780337E+01  -0.9993995E+02  -0.3073146E+00  -0.1753612E+01
 0.1100000E+02   0.1321681E+01  -0.1069453E+03  -0.3852159E+00  -0.1264298E+01
 0.1120000E+02   0.9572505E+00  -0.1086686E+03  -0.3064104E+00  -0.9068855E+00
 0.1140000E+02   0.6961675E+00  -0.1051191E+03  -0.1815787E+00  -0.6720702E+00
 0.1160000E+02   0.5218078E+00  -0.9636597E+02  -0.5785737E-01  -0.5185903E+00
 0.1180000E+02   0.4180659E+00  -0.8280015E+02   0.5239645E-01  -0.4147695E+00
 0.1200000E+02   0.3727322E+00  -0.6654921E+02   0.1483330E+00  -0.3419453E+00
 0.1220000E+02   0.3707447E+00  -0.5130267E+02   0.2317919E+00  -0.2893513E+00
 0.1240000E+02   0.3946512E+00  -0.3940197E+02   0.3049516E+00  -0.2505076E+00
 0.1260000E+02   0.4309571E+00  -0.3090547E+02   0.3697681E+00  -0.2213495E+00
 0.1280000E+02   0.4719877E+00  -0.2496983E+02   0.4278711E+00  -0.1992453E+00
 0.1300000E+02   0.5140520E+00  -0.2078930E+02   0.4805831E+00  -0.1824538E+00
 0.1320000E+02   0.5555554E+00  -0.1779804E+02   0.5289664E+00  -0.1698126E+00
 0.1340000E+02   0.5959034E+00  -0.1563067E+02   0.5738660E+00  -0.1605574E+00
 0.1360000E+02   0.6349473E+00  -0.1405688E+02   0.6159338E+00  -0.1542192E+00
 0.1380000E+02   0.6726822E+00  -0.1293444E+02   0.6556141E+00  -0.1505705E+00
 0.1400000E+02   0.7090010E+00  -0.1217896E+02   0.6930439E+00  -0.1495750E+00
 0.1420000E+02   0.7433687E+00  -0.1173326E+02   0.7278359E+00  -0.1511682E+00
 0.1440000E+02   0.7746539E+00  -0.1150944E+02   0.7590770E+00  -0.1545662E+00
 0.1460000E+02   0.8020794E+00  -0.1133134E+02   0.7864448E+00  -0.1575946E+00
 0.1480000E+02   0.8270754E+00  -0.1100876E+02   0.8118556E+00  -0.1579376E+00
 0.1500000E+02   0.8528233E+00  -0.1051853E+02   0.8384924E+00  -0.1556859E+00
 0.1520000E+02   0.8813023E+00  -0.9995678E+01   0.8679248E+00  -0.1529711E+00
 0.1540000E+02   0.9124628E+00  -0.9559765E+01   0.8997914E+00  -0.1515385E+00
 0.1560000E+02   0.9455636E+00  -0.9250062E+01   0.9332677E+00  -0.1519933E+00
 0.1580000E+02   0.9800590E+00  -0.9060110E+01   0.9678315E+00  -0.1543304E+00
 0.1600000E+02   0.1015715E+01  -0.8971844E+01   0.1003288E+01  -0.1583998E+00
 0.1620000E+02   0.1052497E+01  -0.8968233E+01   0.1039630E+01  -0.1640704E+00
 0.1640000E+02   0.1090492E+01  -0.9035262E+01   0.1076961E+01  -0.1712533E+00
 0.1660000E+02   0.1129884E+01  -0.9162356E+01   0.1115468E+01  -0.1799144E+00
 0.1680000E+02   0.1170936E+01  -0.9343339E+01   0.1155401E+01  -0.1901017E+00
 0.1700000E+02   0.1213943E+01  -0.9576323E+01   0.1197026E+01  -0.2019531E+00
 0.1720000E+02   0.1259211E+01  -0.9861999E+01   0.1240604E+01  -0.2156722E+00
 0.1740000E+02   0.1307061E+01  -0.1020213E+02   0.1286395E+01  -0.2315084E+00
 0.1760000E+02   0.1357851E+01  -0.1059924E+02   0.1334683E+01  -0.2497609E+00
 0.1780000E+02   0.1411989E+01  -0.1105693E+02   0.1385778E+01  -0.2707973E+00
 0.1800000E+02   0.1469946E+01  -0.1158016E+02   0.1440025E+01  -0.2950751E+00
 0.1820000E+02   0.1532265E+01  -0.1217556E+02   0.1497798E+01  -0.3231667E+00
 0.1840000E+02   0.1599574E+01  -0.1285176E+02   0.1559503E+01  -0.3557924E+00
 0.1860000E+02   0.1672602E+01  -0.1361999E+02   0.1625567E+01  -0.3938662E+00
 0.1880000E+02   0.1752181E+01  -0.1449482E+02   0.1696409E+01  -0.4385577E+00
 0.1900000E+02   0.1839233E+01  -0.1549508E+02   0.1772383E+01  -0.4913615E+00
 0.1920000E+02   0.1934710E+01  -0.1664351E+02   0.1853656E+01  -0.5541318E+00
 0.1940000E+02   0.2039546E+01  -0.1796352E+02   0.1940124E+01  -0.6290193E+00
 0.1960000E+02   0.2154805E+01  -0.1947519E+02   0.2031520E+01  -0.7184091E+00
 0.1980000E+02   0.2282088E+01  -0.2119964E+02   0.2127650E+01  -0.8252457E+00
 0.2000000E+02   0.2423719E+01  -0.2317505E+02   0.2228142E+01  -0.9538345E+00
 0.2020000E+02   0.2582239E+01  -0.2546814E+02   0.2331308E+01  -0.1110386E+01
 0.2040000E+02   0.2759598E+01  -0.2816977E+02   0.2432730E+01  -0.1302767E+01
 0.2060000E+02   0.2956463E+01  -0.3138617E+02   0.2523863E+01  -0.1539736E+01
 0.2080000E+02   0.3171284E+01  -0.3523416E+02   0.2590308E+01  -0.1829575E+01
 0.2100000E+02   0.3398612E+01  -0.3983367E+02   0.2609819E+01  -0.2177018E+01
 0.2120000E+02   0.3626710E+01  -0.4528586E+02   0.2551645E+01  -0.2577234E+01
 0.2140000E+02   0.3835563E+01  -0.5163030E+02   0.2380862E+01  -0.3007165E+01
 0.2160000E+02   0.3997877E+01  -0.5878923E+02   0.2071651E+01  -0.3419252E+01
 0.2180000E+02   0.4085552E+01  -0.6653334E+02   0.1626929E+01  -0.3747644E+01
 0.2200000E+02   0.4079666E+01  -0.7450657E+02   0.1089793E+01  -0.3931415E+01
 0.2220000E+02   0.3977342E+01  -0.8229255E+02   0.5334211E+00  -0.3941409E+01
 0.2240000E+02   0.3792648E+01  -0.8946702E+02   0.3527971E-01  -0.3792484E+01
 0.2260000E+02   0.3553871E+01  -0.9564574E+02  -0.3496207E+00  -0.3536632E+01
 0.2280000E+02   0.3296865E+01  -0.1005674E+03  -0.6046169E+00  -0.3240950E+01
 0.2300000E+02   0.3055290E+01  -0.1041770E+03  -0.7482985E+00  -0.2962237E+01
 0.2320000E+02   0.2852878E+01  -0.1066577E+03  -0.8177855E+00  -0.2733156E+01
 0.2340000E+02   0.2700439E+01  -0.1083969E+03  -0.8522505E+00  -0.2562428E+01
 0.2360000E+02   0.2596204E+01  -0.1098898E+03  -0.8832589E+00  -0.2441337E+01
 0.2380000E+02   0.2528252E+01  -0.1115886E+03  -0.9302459E+00  -0.2350894E+01
 0.2400000E+02   0.2479119E+01  -0.1137589E+03  -0.9988110E+00  -0.2269010E+01
 0.2420000E+02   0.2431949E+01  -0.1164253E+03  -0.1082291E+01  -0.2177848E+01
 0.2440000E+02   0.2375692E+01  -0.1194318E+03  -0.1167386E+01  -0.2069088E+01
 0.2460000E+02   0.2306747E+01  -0.1225596E+03  -0.1241439E+01  -0.1944200E+01
 0.2480000E+02   0.2227090E+01  -0.1256213E+03  -0.1297112E+01  -0.1810367E+01
 0.2500000E+02   0.2141183E+01  -0.1285000E+03  -0.1332919E+01  -0.1675706E+01
 0.2520000E+02   0.2053542E+01  -0.1311504E+03  -0.1351309E+01  -0.1546285E+01
 0.2540000E+02   0.1967277E+01  -0.1335777E+03  -0.1356119E+01  -0.1425173E+01
 0.2560000E+02   0.1883680E+01  -0.1358004E+03  -0.1350440E+01  -0.1313226E+01
 0.2580000E+02   0.1803123E+01  -0.1378097E+03  -0.1335966E+01  -0.1210969E+01
 0.2600000E+02   0.1726678E+01  -0.1395633E+03  -0.1314214E+01  -0.1119937E+01
 0.2620000E+02   0.1656929E+01  -0.1410283E+03  -0.1288192E+01  -0.1042102E+01
 0.2640000E+02   0.1597150E+01  -0.1422388E+03  -0.1262658E+01  -0.9780496E+00
 0.2660000E+02   0.1549629E+01  -0.1433177E+03  -0.1242740E+01  -0.9257137E+00
 0.2680000E+02   0.1514397E+01  -0.1444497E+03  -0.1232122E+01  -0.8804967E+00
 0.2700000E+02   0.1488892E+01  -0.1458205E+03  -0.1231734E+01  -0.8364400E+00
 0.2720000E+02   0.1468596E+01  -0.1475504E+03  -0.1239296E+01  -0.7879859E+00
