  Freq              AMPL              PHASE          REAL          IMAG
 0.2099800E+00   0.1000263E+01  -0.1509925E-02   0.1000263E+01  -0.2636009E-04
 0.2099800E+00   0.1000263E+01  -0.1509925E-02   0.1000263E+01  -0.2636009E-04
 0.4000000E+00   0.1000968E+01  -0.5560849E-02   0.1000968E+01  -0.9714908E-04
 0.6000000E+00   0.1002170E+01  -0.1248865E-01   0.1002170E+01  -0.2184410E-03
 0.8000000E+00   0.1003862E+01  -0.2229725E-01   0.1003862E+01  -0.3906635E-03
 0.1000000E+01   0.1006058E+01  -0.3511334E-01   0.1006058E+01  -0.6165560E-03
 0.1200000E+01   0.1008774E+01  -0.5114127E-01   0.1008774E+01  -0.9004149E-03
 0.1400000E+01   0.1012035E+01  -0.7073218E-01   0.1012035E+01  -0.1249367E-02
 0.1600000E+01   0.1015881E+01  -0.9456218E-01   0.1015880E+01  -0.1676632E-02
 0.1800000E+01   0.1020380E+01  -0.1241707E+00   0.1020377E+01  -0.2211352E-02
 0.2000000E+01   0.1025663E+01  -0.1640132E+00   0.1025659E+01  -0.2936028E-02
 0.2200000E+01   0.1032036E+01  -0.2327124E+00   0.1032028E+01  -0.4191704E-02
 0.2400000E+01   0.1039300E+01  -0.4448135E+00   0.1039269E+01  -0.8068483E-02
 0.2600000E+01   0.1041350E+01  -0.7589606E+00   0.1041258E+01  -0.1379369E-01
 0.2800000E+01   0.1043149E+01  -0.5044232E+00   0.1043108E+01  -0.9183600E-02
 0.3000000E+01   0.1052251E+01  -0.4099324E+00   0.1052224E+01  -0.7528442E-02
 0.3200000E+01   0.1061789E+01  -0.4248952E+00   0.1061760E+01  -0.7873966E-02
 0.3400000E+01   0.1071721E+01  -0.4719792E+00   0.1071685E+01  -0.8828298E-02
 0.3600000E+01   0.1082392E+01  -0.5392264E+00   0.1082344E+01  -0.1018654E-01
 0.3800000E+01   0.1093617E+01  -0.6613440E+00   0.1093544E+01  -0.1262293E-01
 0.4000000E+01   0.1104049E+01  -0.7328108E+00   0.1103958E+01  -0.1412035E-01
 0.4200000E+01   0.1116918E+01  -0.7691581E+00   0.1116818E+01  -0.1499344E-01
 0.4400000E+01   0.1131197E+01  -0.8422197E+00   0.1131075E+01  -0.1662744E-01
 0.4600000E+01   0.1146612E+01  -0.9355407E+00   0.1146459E+01  -0.1872136E-01
 0.4800000E+01   0.1163287E+01  -0.1042959E+01   0.1163095E+01  -0.2117424E-01
 0.5000000E+01   0.1181383E+01  -0.1163800E+01   0.1181139E+01  -0.2399476E-01
 0.5200000E+01   0.1201074E+01  -0.1299165E+01   0.1200765E+01  -0.2723168E-01
 0.5400000E+01   0.1222562E+01  -0.1451163E+01   0.1222170E+01  -0.3096120E-01
 0.5600000E+01   0.1246082E+01  -0.1622966E+01   0.1245583E+01  -0.3529194E-01
 0.5800000E+01   0.1271921E+01  -0.1819398E+01   0.1271280E+01  -0.4038240E-01
 0.6000000E+01   0.1300422E+01  -0.2048370E+01   0.1299591E+01  -0.4648121E-01
 0.6200000E+01   0.1331977E+01  -0.2324338E+01   0.1330881E+01  -0.5401994E-01
 0.6400000E+01   0.1366862E+01  -0.2675514E+01   0.1365372E+01  -0.6380454E-01
 0.6600000E+01   0.1404404E+01  -0.3141017E+01   0.1402294E+01  -0.7695240E-01
 0.6800000E+01   0.1442546E+01  -0.3673629E+01   0.1439582E+01  -0.9242828E-01
 0.7000000E+01   0.1481943E+01  -0.4153098E+01   0.1478052E+01  -0.1073250E+00
 0.7200000E+01   0.1526175E+01  -0.4461517E+01   0.1521551E+01  -0.1187204E+00
 0.7400000E+01   0.1582490E+01  -0.4740509E+01   0.1577076E+01  -0.1307819E+00
 0.7600000E+01   0.1650337E+01  -0.5190382E+01   0.1643570E+01  -0.1492984E+00
 0.7800000E+01   0.1729054E+01  -0.5825708E+01   0.1720124E+01  -0.1755036E+00
 0.8000000E+01   0.1820425E+01  -0.6648137E+01   0.1808185E+01  -0.2107537E+00
 0.8200000E+01   0.1927669E+01  -0.7689693E+01   0.1910334E+01  -0.2579374E+00
 0.8400000E+01   0.2055252E+01  -0.9015705E+01   0.2029860E+01  -0.3220687E+00
